Timestamp,Humidity,Temperature
2024-08-27 10:52:16,56.4,19.9
2024-08-27 10:52:18,56.4,19.8
2024-08-27 10:52:20,56.3,19.7
2024-08-27 10:52:22,56.2,19.8
2024-08-27 10:52:24,56.4,19.7
2024-08-27 10:52:26,56.4,19.7
2024-08-27 10:52:28,56.4,19.8
2024-08-27 10:52:30,56.4,19.8
2024-08-27 10:52:32,56.5,19.7
2024-08-27 10:52:34,56.4,19.7
2024-08-27 10:52:36,56.5,19.8
2024-08-27 10:52:38,56.4,19.7
2024-08-27 10:52:40,56.4,19.8
2024-08-27 10:52:42,56.4,19.7
2024-08-27 10:52:44,56.5,19.7
2024-08-27 10:52:46,56.5,19.8
2024-08-27 10:52:48,56.5,19.7
2024-08-27 10:52:50,56.5,19.7
2024-08-27 10:52:52,56.6,19.8
2024-08-27 10:52:54,56.5,19.7
2024-08-27 10:52:56,56.4,19.8
2024-08-27 10:52:58,56.6,19.7
2024-08-27 10:53:00,56.4,19.7
2024-08-27 10:53:02,56.7,19.8
2024-08-27 10:53:04,56.5,19.6
2024-08-27 10:53:06,56.6,19.7
2024-08-27 10:53:08,56.6,19.7
2024-08-27 10:53:10,56.6,19.7
2024-08-27 10:53:12,56.6,19.7
2024-08-27 10:53:14,56.6,19.7
2024-08-27 10:53:16,56.6,19.6
2024-08-27 10:53:18,56.6,19.8
2024-08-27 10:53:20,56.6,19.6
2024-08-27 10:53:22,56.5,19.7
2024-08-27 10:53:24,56.7,19.7
2024-08-27 10:53:26,56.7,19.6
2024-08-27 10:53:28,56.5,19.7
2024-08-27 10:53:30,56.7,19.8
2024-08-27 10:53:32,56.5,19.7
2024-08-27 10:53:34,56.6,19.7
2024-08-27 10:53:36,56.6,19.6
2024-08-27 10:53:39,56.6,19.8
2024-08-27 10:53:41,56.7,19.7
2024-08-27 10:53:43,56.6,19.7
2024-08-27 10:53:45,56.6,19.7
2024-08-27 10:53:47,56.6,19.7
2024-08-27 10:53:49,56.6,19.7
2024-08-27 10:53:51,56.6,19.7
2024-08-27 10:53:53,56.6,19.6
2024-08-27 10:53:55,56.5,19.6
2024-08-27 10:53:57,56.6,19.6
2024-08-27 10:53:59,56.4,19.6
2024-08-27 10:54:01,56.5,19.6
2024-08-27 10:54:03,56.4,19.7
2024-08-27 10:54:05,56.4,19.7
2024-08-27 10:54:07,56.5,19.7
2024-08-27 10:54:09,56.4,19.6
2024-08-27 10:54:11,56.4,19.6
2024-08-27 10:54:13,56.4,19.7
2024-08-27 10:54:15,56.3,19.6
2024-08-27 10:54:17,56.5,19.7
2024-08-27 10:54:19,56.5,19.6
2024-08-27 10:54:21,56.5,19.6
2024-08-27 10:54:23,56.4,19.6
2024-08-27 10:54:25,56.5,19.7
2024-08-27 10:54:27,56.4,19.7
2024-08-27 10:54:29,56.3,19.6
2024-08-27 10:54:31,56.4,19.6
2024-08-27 10:54:33,56.3,19.6
2024-08-27 10:54:35,56.3,19.6
2024-08-27 10:54:37,56.3,19.7
2024-08-27 10:54:39,56.4,19.6
2024-08-27 10:54:41,56.4,19.7
2024-08-27 10:54:43,56.4,19.6
2024-08-27 10:54:45,56.3,19.6
2024-08-27 10:54:47,56.3,19.7
2024-08-27 10:54:49,56.3,19.6
2024-08-27 10:54:51,56.3,19.7
2024-08-27 10:54:53,56.3,19.7
2024-08-27 10:54:55,56.3,19.7
2024-08-27 10:54:57,56.3,19.6
2024-08-27 10:54:59,56.4,19.6
2024-08-27 10:55:01,56.2,19.6
2024-08-27 10:55:03,56.3,19.7
2024-08-27 10:55:05,56.3,19.6
2024-08-27 10:55:07,56.3,19.6
2024-08-27 10:55:09,56.2,19.6
2024-08-27 10:55:11,56.3,19.5
2024-08-27 10:55:13,56.3,19.7
2024-08-27 10:55:15,56.3,19.6
2024-08-27 10:55:17,56.3,19.6
2024-08-27 10:55:19,56.3,19.6
2024-08-27 10:55:21,56.3,19.6
2024-08-27 10:55:23,56.2,19.6
2024-08-27 10:55:25,56.3,19.6
2024-08-27 10:55:27,56.3,19.5
2024-08-27 10:55:29,56.2,19.6
2024-08-27 10:55:31,56.2,19.6
2024-08-27 10:55:33,56.1,19.6
2024-08-27 10:55:35,56.3,19.6
2024-08-27 10:55:37,56.2,19.6
2024-08-27 10:55:39,56.2,19.6
2024-08-27 10:55:41,56.3,19.6
2024-08-27 10:55:43,56.3,19.6
2024-08-27 10:55:45,56.2,19.6
2024-08-27 10:55:47,56.3,19.6
2024-08-27 10:55:49,56.2,19.6
2024-08-27 10:55:51,56.3,19.6
2024-08-27 10:55:53,56.2,19.6
2024-08-27 10:55:55,56.2,19.6
2024-08-27 10:55:57,56.4,19.6
2024-08-27 10:55:59,56.4,19.6
2024-08-27 10:56:01,56.3,19.6
2024-08-27 10:56:03,56.4,19.6
2024-08-27 10:56:05,56.3,19.6
2024-08-27 10:56:07,56.3,19.6
2024-08-27 10:56:09,56.3,19.6
2024-08-27 10:56:11,56.4,19.5
2024-08-27 10:56:13,56.4,19.6
2024-08-27 10:56:15,56.4,19.5
2024-08-27 10:56:17,56.4,19.6
2024-08-27 10:56:19,56.4,19.5
2024-08-27 10:56:21,56.3,19.6
2024-08-27 10:56:23,56.3,19.6
2024-08-27 10:56:25,56.3,19.5
2024-08-27 10:56:27,56.5,19.5
2024-08-27 10:56:29,56.4,19.5
2024-08-27 10:56:31,56.5,19.5
2024-08-27 10:56:33,56.5,19.6
2024-08-27 10:56:35,56.3,19.5
2024-08-27 10:56:37,56.5,19.5
2024-08-27 10:56:39,56.5,19.5
2024-08-27 10:56:41,56.5,19.5
2024-08-27 10:56:43,56.6,19.6
2024-08-27 10:56:45,56.6,19.5
2024-08-27 10:56:47,56.6,19.5
2024-08-27 10:56:49,56.6,19.5
2024-08-27 10:56:51,56.7,19.5
2024-08-27 10:56:53,56.5,19.6
2024-08-27 10:56:55,56.6,19.5
2024-08-27 10:56:57,56.5,19.6
2024-08-27 10:56:59,56.6,19.5
2024-08-27 10:57:01,56.6,19.5
2024-08-27 10:57:03,56.7,19.6
2024-08-27 10:57:05,56.6,19.5
2024-08-27 10:57:07,56.7,19.5
2024-08-27 10:57:09,56.6,19.5
2024-08-27 10:57:11,56.6,19.5
2024-08-27 10:57:13,56.6,19.5
2024-08-27 10:57:15,56.6,19.5
2024-08-27 10:57:17,56.6,19.5
2024-08-27 10:57:19,56.6,19.5
2024-08-27 10:57:21,56.6,19.5
2024-08-27 10:57:23,56.6,19.4
2024-08-27 10:57:25,56.7,19.5
2024-08-27 10:57:27,56.6,19.5
2024-08-27 10:57:29,56.6,19.5
2024-08-27 10:57:31,56.6,19.5
2024-08-27 10:57:33,56.7,19.5
2024-08-27 10:57:35,56.7,19.5
2024-08-27 10:57:37,56.7,19.4
2024-08-27 10:57:39,56.7,19.5
2024-08-27 10:57:41,56.7,19.5
2024-08-27 10:57:43,56.7,19.5
2024-08-27 10:57:45,56.8,19.4
2024-08-27 10:57:47,56.7,19.5
2024-08-27 10:57:49,56.9,19.5
2024-08-27 10:57:51,56.6,19.5
2024-08-27 10:57:53,56.8,19.5
2024-08-27 10:57:55,56.8,19.4
2024-08-27 10:57:57,56.7,19.4
2024-08-27 10:57:59,56.7,19.5
2024-08-27 10:58:01,56.9,19.4
2024-08-27 10:58:03,57.0,19.5
2024-08-27 10:58:05,56.9,19.5
2024-08-27 10:58:07,56.9,19.4
2024-08-27 10:58:09,56.8,19.4
2024-08-27 10:58:11,56.8,19.4
2024-08-27 10:58:13,56.9,19.5
2024-08-27 10:58:15,57.0,19.5
2024-08-27 10:58:17,57.0,19.4
2024-08-27 10:58:19,57.0,19.4
2024-08-27 10:58:21,56.9,19.4
2024-08-27 10:58:23,56.9,19.4
2024-08-27 10:58:25,57.0,19.3
2024-08-27 10:58:27,57.0,19.4
2024-08-27 10:58:30,57.0,19.4
2024-08-27 10:58:32,57.0,19.4
2024-08-27 10:58:34,56.9,19.4
2024-08-27 10:58:36,57.0,19.5
2024-08-27 10:58:38,57.0,19.4
2024-08-27 10:58:40,57.1,19.4
2024-08-27 10:58:42,57.0,19.5
2024-08-27 10:58:44,57.0,19.4
2024-08-27 10:58:46,57.0,19.4
2024-08-27 10:58:48,57.1,19.4
2024-08-27 10:58:50,57.2,19.4
2024-08-27 10:58:52,57.0,19.4
2024-08-27 10:58:54,57.1,19.4
2024-08-27 10:58:56,57.1,19.4
2024-08-27 10:58:58,56.9,19.4
2024-08-27 10:59:00,56.9,19.4
2024-08-27 10:59:02,57.1,19.4
2024-08-27 10:59:04,57.1,19.4
2024-08-27 10:59:06,57.0,19.4
2024-08-27 10:59:08,57.1,19.4
2024-08-27 10:59:10,57.0,19.4
2024-08-27 10:59:12,57.0,19.4
2024-08-27 10:59:14,57.2,19.4
2024-08-27 10:59:16,57.0,19.3
2024-08-27 10:59:18,57.1,19.5
2024-08-27 10:59:20,57.1,19.3
2024-08-27 10:59:22,57.1,19.4
2024-08-27 10:59:24,57.0,19.3
2024-08-27 10:59:26,57.2,19.4
2024-08-27 10:59:28,57.2,19.4
2024-08-27 10:59:30,57.2,19.4
2024-08-27 10:59:32,57.1,19.4
2024-08-27 10:59:34,57.2,19.4
2024-08-27 10:59:36,57.1,19.4
2024-08-27 10:59:38,57.1,19.4
2024-08-27 10:59:40,57.1,19.3
2024-08-27 10:59:42,57.1,19.4
2024-08-27 10:59:44,57.0,19.4
2024-08-27 10:59:46,57.1,19.4
2024-08-27 10:59:48,57.1,19.5
2024-08-27 10:59:50,57.2,19.3
2024-08-27 10:59:52,57.1,19.4
2024-08-27 10:59:54,57.3,19.4
2024-08-27 10:59:56,57.1,19.4
2024-08-27 10:59:58,57.2,19.3
2024-08-27 11:00:00,57.1,19.4
2024-08-27 11:00:02,57.2,19.4
2024-08-27 11:00:04,57.2,19.3
2024-08-27 11:00:06,57.1,19.4
2024-08-27 11:00:08,57.1,19.4
2024-08-27 11:00:10,57.2,19.3
2024-08-27 11:00:12,57.1,19.4
2024-08-27 11:00:14,57.2,19.4
2024-08-27 11:00:16,57.1,19.4
2024-08-27 11:00:18,57.0,19.4
2024-08-27 11:00:20,57.3,19.4
2024-08-27 11:00:22,57.2,19.4
2024-08-27 11:00:24,57.1,19.3
2024-08-27 11:00:26,57.2,19.4
2024-08-27 11:00:28,57.2,19.5
2024-08-27 11:00:30,57.1,19.4
2024-08-27 11:00:32,57.2,19.4
2024-08-27 11:00:34,57.3,19.4
2024-08-27 11:00:36,57.2,19.4
2024-08-27 11:00:38,57.1,19.4
2024-08-27 11:00:40,57.2,19.4
2024-08-27 11:00:42,57.2,19.3
2024-08-27 11:00:44,57.2,19.3
2024-08-27 11:00:46,57.3,19.4
2024-08-27 11:00:48,57.2,19.4
2024-08-27 11:00:50,57.1,19.4
2024-08-27 11:00:52,57.2,19.3
2024-08-27 11:00:54,57.2,19.3
2024-08-27 11:00:56,57.3,19.4
2024-08-27 11:00:58,57.2,19.4
2024-08-27 11:01:00,57.2,19.3
2024-08-27 11:01:02,57.2,19.4
2024-08-27 11:01:04,57.2,19.4
2024-08-27 11:01:06,57.2,19.4
2024-08-27 11:01:08,57.3,19.3
2024-08-27 11:01:10,57.1,19.4
2024-08-27 11:01:12,57.2,19.4
2024-08-27 11:01:14,57.4,19.4
2024-08-27 11:01:16,57.2,19.4
2024-08-27 11:01:18,57.3,19.4
2024-08-27 11:01:20,57.2,19.4
2024-08-27 11:01:22,57.3,19.4
2024-08-27 11:01:24,57.3,19.4
2024-08-27 11:01:26,57.3,19.4
2024-08-27 11:01:28,57.3,19.4
2024-08-27 11:01:30,57.3,19.4
2024-08-27 11:01:32,57.3,19.4
2024-08-27 11:01:34,57.3,19.4
2024-08-27 11:01:36,57.1,19.4
2024-08-27 11:01:38,57.2,19.5
2024-08-27 11:01:40,57.2,19.4
2024-08-27 11:01:42,57.4,19.4
2024-08-27 11:01:44,57.3,19.4
2024-08-27 11:01:46,57.2,19.4
2024-08-27 11:01:48,57.2,19.4
2024-08-27 11:01:50,57.3,19.3
2024-08-27 11:01:52,57.2,19.3
2024-08-27 11:01:54,57.2,19.4
2024-08-27 11:01:56,57.2,19.4
2024-08-27 11:01:58,57.3,19.4
2024-08-27 11:02:00,57.2,19.3
2024-08-27 11:02:02,57.2,19.3
2024-08-27 11:02:04,57.2,19.3
2024-08-27 11:02:06,57.2,19.3
2024-08-27 11:02:08,57.3,19.4
2024-08-27 11:02:10,57.3,19.3
2024-08-27 11:02:12,57.2,19.4
2024-08-27 11:02:14,57.2,19.3
2024-08-27 11:02:16,57.3,19.4
2024-08-27 11:02:18,57.2,19.3
2024-08-27 11:02:20,57.3,19.3
2024-08-27 11:02:22,57.4,19.3
2024-08-27 11:02:24,57.3,19.4
2024-08-27 11:02:26,57.4,19.3
2024-08-27 11:02:28,57.4,19.3
2024-08-27 11:02:30,57.4,19.3
2024-08-27 11:02:32,57.3,19.3
2024-08-27 11:02:34,57.3,19.3
2024-08-27 11:02:36,57.3,19.4
2024-08-27 11:02:38,57.4,19.4
2024-08-27 11:02:40,57.3,19.4
2024-08-27 11:02:42,57.4,19.3
2024-08-27 11:02:44,57.2,19.4
2024-08-27 11:02:46,57.4,19.3
2024-08-27 11:02:48,57.4,19.3
2024-08-27 11:02:50,57.3,19.3
2024-08-27 11:02:52,57.5,19.4
2024-08-27 11:02:54,57.2,19.3
2024-08-27 11:02:56,57.4,19.4
2024-08-27 11:02:58,57.4,19.3
2024-08-27 11:03:00,57.3,19.3
2024-08-27 11:03:02,57.3,19.4
2024-08-27 11:03:04,57.3,19.4
2024-08-27 11:03:06,57.5,19.5
2024-08-27 11:03:08,57.4,19.3
2024-08-27 11:03:10,57.5,19.4
2024-08-27 11:03:12,57.4,19.4
2024-08-27 11:03:14,57.4,19.3
2024-08-27 11:03:16,57.2,19.4
2024-08-27 11:03:18,57.2,19.3
2024-08-27 11:03:20,57.0,19.3
2024-08-27 11:03:22,56.9,19.4
2024-08-27 11:03:24,56.8,19.4
2024-08-27 11:03:27,56.5,19.4
2024-08-27 11:03:29,56.4,19.4
2024-08-27 11:03:31,56.4,19.4
2024-08-27 11:03:33,56.3,19.4
2024-08-27 11:03:35,56.2,19.4
2024-08-27 11:03:37,55.9,19.4
2024-08-27 11:03:39,55.8,19.4
2024-08-27 11:03:41,55.7,19.4
2024-08-27 11:03:43,55.4,19.4
2024-08-27 11:03:45,55.3,19.4
2024-08-27 11:03:47,55.5,19.4
2024-08-27 11:03:49,55.6,19.4
2024-08-27 11:03:51,55.4,19.4
2024-08-27 11:03:53,55.4,19.4
2024-08-27 11:03:55,55.4,19.5
2024-08-27 11:03:57,55.4,19.4
2024-08-27 11:03:59,55.5,19.4
2024-08-27 11:04:01,55.2,19.5
2024-08-27 11:04:03,55.1,19.5
2024-08-27 11:04:05,54.9,19.5
2024-08-27 11:04:07,54.8,19.5
2024-08-27 11:04:09,54.8,19.6
2024-08-27 11:04:11,54.7,19.5
2024-08-27 11:04:13,54.8,19.5
2024-08-27 11:04:15,54.5,19.6
2024-08-27 11:04:17,54.5,19.6
2024-08-27 11:04:19,54.2,19.5
2024-08-27 11:04:21,54.1,19.6
2024-08-27 11:04:23,54.0,19.6
2024-08-27 11:04:25,53.9,19.7
2024-08-27 11:04:27,53.9,19.7
2024-08-27 11:04:29,53.8,19.7
2024-08-27 11:04:31,53.8,19.7
2024-08-27 11:04:33,53.5,19.7
2024-08-27 11:04:35,53.5,19.7
2024-08-27 11:04:37,53.5,19.7
2024-08-27 11:04:39,53.5,19.7
2024-08-27 11:04:41,53.4,19.8
2024-08-27 11:04:43,53.3,19.7
2024-08-27 11:04:45,53.3,19.8
2024-08-27 11:04:47,53.2,19.8
2024-08-27 11:04:49,53.2,19.7
2024-08-27 11:04:51,53.2,19.8
2024-08-27 11:04:53,53.2,19.8
2024-08-27 11:04:55,53.2,19.7
2024-08-27 11:04:57,53.0,19.8
2024-08-27 11:04:59,52.8,19.8
2024-08-27 11:05:01,52.9,19.8
2024-08-27 11:05:03,52.8,19.8
2024-08-27 11:05:05,52.7,19.8
2024-08-27 11:05:07,52.7,19.7
2024-08-27 11:05:09,52.7,19.8
2024-08-27 11:05:11,52.5,19.7
2024-08-27 11:05:13,52.7,19.8
2024-08-27 11:05:15,52.6,19.8
2024-08-27 11:05:17,52.6,19.8
2024-08-27 11:05:19,52.6,19.8
2024-08-27 11:05:21,52.7,19.7
2024-08-27 11:05:23,52.7,19.9
2024-08-27 11:05:25,52.8,19.8
2024-08-27 11:05:27,52.6,19.8
2024-08-27 11:05:29,52.7,19.7
2024-08-27 11:05:31,52.6,19.8
2024-08-27 11:05:33,52.6,19.8
2024-08-27 11:05:35,52.5,19.8
2024-08-27 11:05:37,52.6,19.7
2024-08-27 11:05:39,52.6,19.8
2024-08-27 11:05:41,52.5,19.8
2024-08-27 11:05:43,52.5,19.7
2024-08-27 11:05:45,52.7,19.8
2024-08-27 11:05:47,52.5,19.7
2024-08-27 11:05:49,52.6,19.8
2024-08-27 11:05:51,52.6,19.7
2024-08-27 11:05:53,52.7,19.9
2024-08-27 11:05:55,52.7,19.8
2024-08-27 11:05:57,52.5,19.8
2024-08-27 11:05:59,52.4,19.8
2024-08-27 11:06:01,52.6,19.8
2024-08-27 11:06:03,52.5,19.8
2024-08-27 11:06:05,52.4,19.8
2024-08-27 11:06:07,52.5,19.8
2024-08-27 11:06:09,52.7,19.8
2024-08-27 11:06:11,52.6,19.8
2024-08-27 11:06:13,52.7,19.7
2024-08-27 11:06:15,52.6,19.8
2024-08-27 11:06:17,52.7,19.9
2024-08-27 11:06:19,52.7,19.8
2024-08-27 11:06:21,52.6,19.8
2024-08-27 11:06:23,52.7,19.7
2024-08-27 11:06:25,52.8,19.8
2024-08-27 11:06:27,52.8,19.8
2024-08-27 11:06:29,52.7,19.8
2024-08-27 11:06:31,52.9,19.8
2024-08-27 11:06:33,52.8,19.8
2024-08-27 11:06:35,52.8,19.8
2024-08-27 11:06:37,52.8,19.8
2024-08-27 11:06:39,52.8,19.8
2024-08-27 11:06:41,52.8,19.8
2024-08-27 11:06:43,52.8,19.8
2024-08-27 11:06:45,52.8,19.8
2024-08-27 11:06:47,53.0,19.8
2024-08-27 11:06:49,52.9,19.8
2024-08-27 11:06:51,52.9,19.8
2024-08-27 11:06:53,52.8,19.8
2024-08-27 11:06:55,52.8,19.8
2024-08-27 11:06:57,52.8,19.8
2024-08-27 11:06:59,52.7,19.8
2024-08-27 11:07:01,52.9,19.8
2024-08-27 11:07:03,52.8,19.8
2024-08-27 11:07:05,52.8,19.9
2024-08-27 11:07:07,52.8,19.8
2024-08-27 11:07:09,52.8,19.9
2024-08-27 11:07:11,52.7,19.9
2024-08-27 11:07:13,52.7,19.9
2024-08-27 11:07:15,52.9,19.9
2024-08-27 11:07:17,52.8,19.9
2024-08-27 11:07:19,52.6,19.9
2024-08-27 11:07:21,52.6,19.9
2024-08-27 11:07:23,52.6,19.8
2024-08-27 11:07:25,52.5,19.9
2024-08-27 11:07:27,52.5,19.9
2024-08-27 11:07:29,52.3,19.8
2024-08-27 11:07:31,52.5,19.8
2024-08-27 11:07:33,52.5,19.8
2024-08-27 11:07:35,52.5,19.8
2024-08-27 11:07:37,52.5,19.8
2024-08-27 11:07:39,52.5,19.8
2024-08-27 11:07:41,52.4,19.9
2024-08-27 11:07:43,52.4,19.8
2024-08-27 11:07:45,52.4,19.9
2024-08-27 11:07:47,52.3,19.9
2024-08-27 11:07:49,52.3,19.7
2024-08-27 11:07:51,52.3,19.9
2024-08-27 11:07:53,52.3,19.8
2024-08-27 11:07:55,52.3,19.8
2024-08-27 11:07:57,52.1,19.9
2024-08-27 11:07:59,52.1,19.9
2024-08-27 11:08:01,52.0,19.9
2024-08-27 11:08:03,52.2,19.8
2024-08-27 11:08:05,52.1,19.9
2024-08-27 11:08:07,52.1,19.9
2024-08-27 11:08:09,52.1,19.9
2024-08-27 11:08:11,52.1,19.9
2024-08-27 11:08:13,52.1,19.9
2024-08-27 11:08:15,52.1,19.8
2024-08-27 11:08:17,52.1,19.8
2024-08-27 11:08:19,52.1,19.9
2024-08-27 11:08:22,52.0,19.9
2024-08-27 11:08:24,52.0,19.9
2024-08-27 11:08:26,52.0,19.8
2024-08-27 11:08:28,52.1,19.9
2024-08-27 11:08:30,52.1,19.8
2024-08-27 11:08:32,52.1,19.7
2024-08-27 11:08:34,52.1,19.8
2024-08-27 11:08:36,52.1,19.8
2024-08-27 11:08:38,52.1,19.8
2024-08-27 11:08:40,52.3,19.8
2024-08-27 11:08:42,52.2,19.8
2024-08-27 11:08:44,52.3,19.7
2024-08-27 11:08:46,52.4,19.8
2024-08-27 11:08:48,52.4,19.7
2024-08-27 11:08:50,52.5,19.7
2024-08-27 11:08:52,52.5,19.8
2024-08-27 11:08:54,52.5,19.6
2024-08-27 11:08:56,52.6,19.7
2024-08-27 11:08:58,52.7,19.7
2024-08-27 11:09:00,52.7,19.7
2024-08-27 11:09:02,52.7,19.7
2024-08-27 11:09:04,52.8,19.7
2024-08-27 11:09:06,52.7,19.7
2024-08-27 11:09:08,52.7,19.6
2024-08-27 11:09:10,52.7,19.6
2024-08-27 11:09:12,52.7,19.7
2024-08-27 11:09:14,52.6,19.7
2024-08-27 11:09:16,52.8,19.7
2024-08-27 11:09:18,52.9,19.7
2024-08-27 11:09:20,52.7,19.7
2024-08-27 11:09:22,52.8,19.7
2024-08-27 11:09:24,52.9,19.7
2024-08-27 11:09:26,52.8,19.7
2024-08-27 11:09:28,52.8,19.6
2024-08-27 11:09:30,52.8,19.6
2024-08-27 11:09:32,53.0,19.7
2024-08-27 11:09:34,52.9,19.6
2024-08-27 11:09:36,52.9,19.7
2024-08-27 11:09:38,52.9,19.6
2024-08-27 11:09:40,53.0,19.6
2024-08-27 11:09:42,53.0,19.7
2024-08-27 11:09:44,53.0,19.6
2024-08-27 11:09:46,52.9,19.6
2024-08-27 11:09:48,53.0,19.6
2024-08-27 11:09:50,52.9,19.6
2024-08-27 11:09:52,53.0,19.6
2024-08-27 11:09:54,52.9,19.6
2024-08-27 11:09:56,53.0,19.6
2024-08-27 11:09:58,52.9,19.6
2024-08-27 11:10:00,52.9,19.6
2024-08-27 11:10:02,52.9,19.6
2024-08-27 11:10:04,52.9,19.7
2024-08-27 11:10:06,52.9,19.7
2024-08-27 11:10:08,52.9,19.6
2024-08-27 11:10:10,52.8,19.7
2024-08-27 11:10:12,52.9,19.6
2024-08-27 11:10:14,52.9,19.6
2024-08-27 11:10:16,53.0,19.6
2024-08-27 11:10:18,53.1,19.6
2024-08-27 11:10:20,53.1,19.6
2024-08-27 11:10:22,53.0,19.6
2024-08-27 11:10:24,53.0,19.6
2024-08-27 11:10:26,53.0,19.6
2024-08-27 11:10:28,53.2,19.6
2024-08-27 11:10:30,53.2,19.5
2024-08-27 11:10:32,53.2,19.5
2024-08-27 11:10:34,53.3,19.5
2024-08-27 11:10:36,53.3,19.5
2024-08-27 11:10:38,53.3,19.5
2024-08-27 11:10:40,53.3,19.4
2024-08-27 11:10:42,53.4,19.4
2024-08-27 11:10:44,53.6,19.4
2024-08-27 11:10:46,53.4,19.3
2024-08-27 11:10:48,53.4,19.4
2024-08-27 11:10:50,53.6,19.4
2024-08-27 11:10:52,53.6,19.4
2024-08-27 11:10:54,53.6,19.5
2024-08-27 11:10:56,53.7,19.4
2024-08-27 11:10:58,53.6,19.3
2024-08-27 11:11:00,53.6,19.4
2024-08-27 11:11:02,53.6,19.4
2024-08-27 11:11:04,53.8,19.4
2024-08-27 11:11:06,53.8,19.4
2024-08-27 11:11:08,53.8,19.4
2024-08-27 11:11:10,53.8,19.3
2024-08-27 11:11:12,53.8,19.4
2024-08-27 11:11:14,53.7,19.4
2024-08-27 11:11:16,53.8,19.3
2024-08-27 11:11:18,53.7,19.4
2024-08-27 11:11:20,53.9,19.3
2024-08-27 11:11:22,53.7,19.4
2024-08-27 11:11:24,53.8,19.3
2024-08-27 11:11:26,53.7,19.4
2024-08-27 11:11:28,53.7,19.4
2024-08-27 11:11:30,53.8,19.3
2024-08-27 11:11:32,53.7,19.3
2024-08-27 11:11:34,53.7,19.3
2024-08-27 11:11:36,53.8,19.4
2024-08-27 11:11:38,53.6,19.4
2024-08-27 11:11:40,53.6,19.3
2024-08-27 11:11:42,53.7,19.3
2024-08-27 11:11:44,53.6,19.3
